IDIOMA_ICFES;PG_ICFES;FISICA_ICFES;ANO_INGRESO;APT_VERB_ICFES;QUIMICA_ICFES;FILOSOFIA_ICFES;GENERO;BIOLOGIA_ICFES;PROMEDIO_UNO;NOTA_POO;NOTA_INT;NOTA_FIS_DOS;NOTA_EYB;NOTA_DEM;NOTA_CIR_UNO;NOTA_HCI;VECES_INT;VECES_FIS_DOS;PROMEDIO_DOS;NOTA_ECUA;NOTA_TERMO;NOTA_CIR_DOS;NOTA_EL_UNO;VECES_ECUA;NOTA_FIS_TRES;NOTA_MULTI;NCP_DOS;NCA_DOS;VECES_TERMO;NOTA_EL_DOS;NOTA_MPI;NOTA_ME;NOTA_PYE;NOTA_ELD;VECES_ME;VECES_EL_DOS;NOTA_GEE;NOTA_CIR_TRES;VECES_PYE;PROMEDIO_CINCO;RENDIMIENTO_CINCO
53.0;406.0;55.0;2014;62.0;53.0;48.0;0;60.0;39.1764705882353;40;38;42;38;37;34;49;1;1;39.0;42;33;37;43;1;42;44;0.0;16.0;1;42;32;39;40;30;1;1;39;34;1;35.416666666666664;2.0
59.0;479.0;79.0;2014;67.0;62.0;54.0;0;62.0;38.94117647058823;42;36;32;42;39;33;50;1;1;37.625;31;42;31;37;1;32;32;0.0;16.0;1;33;42;45;44;35;1;1;39;32;1;35.714285714285715;2.0
59.0;466.0;79.0;2014;60.0;70.0;53.0;0;68.0;37.23529411764706;38;37;32;38;42;31;49;1;1;36.3125;34;37;31;33;1;32;32;0.0;16.0;2;33;34;38;30;40;1;1;37;33;1;34.0;2.0
66.0;454.0;80.0;2014;62.0;59.0;55.0;0;59.0;38.94117647058823;42;30;38;38;43;35;47;1;2;37.5625;36;38;33;33;1;38;38;0.0;16.0;1;33;34;33;30;38;1;1;36;40;1;36.714285714285715;2.0
74.0;453.0;87.0;2014;54.0;53.0;60.0;0;63.0;41.8235294117647;47;39;40;39;42;33;50;1;1;40.4375;41;37;40;34;1;40;36;0.0;16.0;1;42;45;39;40;49;1;1;31;50;1;37.785714285714285;2.0
66.0;461.0;70.0;2014;67.0;76.0;61.0;1;57.0;40.1764705882353;36;35;31;44;34;30;45;1;1;35.1875;35;32;32;36;1;31;37;0.0;16.0;1;38;35;33;36;30;1;2;38;44;1;40.214285714285715;3.0
47.0;472.0;70.0;2014;67.0;88.0;61.0;1;55.0;41.0;45;38;33;44;47;34;50;1;1;39.6875;42;39;30;30;1;33;46;0.0;16.0;1;40;39;31;45;41;1;1;32;34;1;37.42857142857143;2.0
52.0;453.0;69.0;2014;65.0;77.0;62.0;0;55.0;35.588235294117645;40;36;31;32;43;30;50;1;2;35.5;31;38;40;30;1;31;46;0.0;16.0;1;36;36;38;0;37;1;1;39;30;0;38.857142857142854;2.0
57.0;462.0;65.0;2014;64.0;66.0;70.0;0;68.0;35.529411764705884;35;30;31;42;42;31;50;2;1;34.8125;35;30;32;34;1;31;37;0.0;16.0;1;35;43;44;30;42;1;1;40;37;1;38.5;2.0
60.0;427.0;80.0;2014;60.0;56.0;48.0;0;64.0;36.411764705882355;41;30;36;31;44;30;50;2;2;35.4375;35;36;33;42;1;36;47;0.0;16.0;1;30;0;30;30;30;1;1;30;42;1;31.285714285714285;2.0
42.0;429.0;59.0;2014;52.0;62.0;59.0;0;53.0;38.470588235294116;46;41;39;40;42;31;49;1;2;40.125;37;37;32;35;1;39;46;0.0;16.0;1;32;33;38;42;40;1;1;33;30;1;38.285714285714285;2.0
80.0;433.0;62.0;2014;56.0;66.0;56.0;0;58.0;38.470588235294116;44;38;30;43;47;37;50;1;1;39.375;31;38;30;40;1;30;42;0.0;16.0;1;40;38;42;43;45;1;1;38;32;1;39.5;2.0
48.0;435.0;69.0;2014;71.0;55.0;63.0;1;55.0;40.0;45;35;30;47;47;32;50;1;1;38.5625;30;31;31;35;1;30;36;0.0;16.0;1;31;41;39;40;40;1;1;34;30;1;37.785714285714285;2.0
68.0;409.0;74.0;2014;50.0;62.0;48.0;0;55.0;42.35294117647059;36;38;30;45;47;40;50;1;1;38.6875;48;39;34;33;1;30;30;0.0;16.0;1;44;39;42;38;40;1;1;43;43;1;39.642857142857146;2.0
48.0;429.0;74.0;2014;58.0;65.0;59.0;0;62.0;41.94117647058823;47;37;30;45;47;34;50;1;1;39.4375;48;42;32;33;1;30;34;0.0;16.0;1;43;38;34;43;41;1;1;45;47;1;39.214285714285715;2.0
59.0;414.0;66.0;2014;54.0;69.0;50.0;0;47.0;33.88235294117647;38;30;31;44;35;30;50;1;2;35.0;31;34;30;33;1;31;48;0.0;16.0;1;33;31;31;41;31;1;1;31;30;1;33.57142857142857;2.0
45.0;422.0;70.0;2014;60.0;56.0;55.0;0;57.0;34.0;45;32;30;44;39;30;49;1;1;36.6875;35;34;30;31;1;30;31;0.0;16.0;1;32;36;39;0;36;1;1;33;30;0;31.5;2.0
77.0;422.0;62.0;2014;62.0;66.0;54.0;1;53.0;40.470588235294116;33;40;30;45;40;30;46;1;1;35.9375;45;39;35;33;1;30;45;0.0;16.0;1;41;39;31;39;38;1;1;33;32;1;38.42857142857143;2.0
45.0;414.0;75.0;2014;63.0;52.0;48.0;0;51.0;38.705882352941174;31;40;30;37;38;32;50;1;1;35.0625;33;38;34;30;1;30;45;0.0;16.0;1;42;37;37;32;36;2;1;41;34;1;36.0;2.0
58.0;417.0;59.0;2014;56.0;69.0;43.0;0;55.0;35.11764705882353;37;31;34;39;32;30;50;2;3;34.75;41;34;30;35;1;34;41;0.0;16.0;1;37;29;35;33;30;1;1;34;32;1;35.07142857142857;2.0
50.0;424.0;69.0;2014;60.0;62.0;71.0;1;51.0;35.1764705882353;41;30;37;45;42;32;49;2;2;37.5625;33;35;30;30;1;37;38;0.0;16.0;1;0;33;0;31;0;0;0;0;0;1;10.0;1.0
63.0;419.0;66.0;2014;60.0;54.0;55.0;0;64.0;32.94117647058823;30;33;33;35;46;35;48;1;1;34.8125;37;33;37;32;1;33;35;0.0;16.0;1;36;33;36;34;32;2;1;38;38;1;35.285714285714285;2.0
55.0;390.0;72.0;2014;54.0;56.0;29.0;0;58.0;36.411764705882355;36;37;31;32;36;34;43;3;1;34.8125;32;36;31;31;1;31;30;0.0;16.0;1;31;0;5;34;31;2;1;34;0;2;22.0;1.0
51.0;394.0;80.0;2014;52.0;59.0;47.0;1;53.0;37.76470588235294;35;30;33;38;44;30;45;2;2;34.3125;39;34;30;30;1;33;41;0.0;16.0;2;32;46;30;42;33;1;1;40;30;1;35.42857142857143;2.0
80.0;430.0;60.0;2014;63.0;77.0;55.0;0;65.0;37.588235294117645;31;38;30;35;43;30;50;1;1;34.375;37;39;45;35;2;30;40;0.0;16.0;1;40;37;43;42;41;1;1;39;40;1;36.42857142857143;2.0
59.0;407.0;65.0;2014;53.0;57.0;53.0;0;54.0;38.11764705882353;42;34;42;45;43;30;47;2;1;39.0;37;38;36;34;1;42;43;0.0;16.0;1;39;37;36;41;35;1;1;39;30;1;40.214285714285715;3.0
63.0;432.0;56.0;2014;52.0;88.0;59.0;0;57.0;39.588235294117645;41;30;32;46;47;32;50;1;1;37.125;37;39;36;39;1;32;40;0.0;16.0;1;34;42;38;34;42;2;1;37;30;1;39.357142857142854;2.0
59.0;415.0;59.0;2014;58.0;56.0;50.0;1;59.0;35.94117647058823;35;32;34;33;44;30;49;2;2;34.5;36;31;34;30;2;34;33;0.0;16.0;2;31;27;30;31;26;1;1;34;34;1;28.285714285714285;1.0
46.0;397.0;70.0;2014;50.0;62.0;43.0;0;49.0;35.588235294117645;50;41;30;37;46;34;48;1;1;39.5625;37;31;30;33;1;30;31;0.0;16.0;1;41;39;46;44;47;1;1;36;40;1;37.285714285714285;2.0
49.0;403.0;56.0;2014;59.0;57.0;33.0;1;65.0;37.11764705882353;40;42;30;38;48;30;46;2;2;37.25;30;34;30;46;1;30;36;0.0;16.0;1;35;0;35;39;0;1;1;36;30;1;29.444444444444443;1.0
50.0;388.0;70.0;2014;54.0;56.0;37.0;0;53.0;35.8235294117647;42;32;31;31;49;30;49;2;2;35.3125;33;38;36;33;1;31;34;0.0;16.0;1;44;40;39;39;31;1;1;44;35;1;39.285714285714285;2.0
51.0;397.0;56.0;2014;58.0;52.0;39.0;0;57.0;33.588235294117645;33;31;33;41;37;33;49;2;2;34.875;37;31;38;32;1;33;35;0.0;16.0;1;40;37;30;34;37;1;1;41;30;1;32.416666666666664;2.0
52.08;402.8;62.03;2014;60.38;55.44;56.79;0;49.34;39.411764705882355;35;37;37;33;39;30;50;1;2;35.75;31;31;35;30;1;37;42;0.0;16.0;1;39;0;37;44;40;1;1;33;30;1;35.214285714285715;2.0
52.0;393.0;66.0;2014;62.0;54.0;43.0;1;49.0;38.23529411764706;40;31;31;47;44;37;50;1;1;37.8125;39;37;30;37;1;31;30;0.0;16.0;1;38;42;30;43;33;1;1;45;30;1;34.857142857142854;2.0
50.0;417.0;59.0;2014;58.0;62.0;62.0;0;53.0;37.1764705882353;45;43;30;30;42;38;48;2;1;38.625;38;39;39;42;1;30;42;0.0;16.0;1;38;41;33;42;30;1;1;38;40;1;37.285714285714285;2.0
48.0;399.0;66.0;2014;47.0;56.0;51.0;0;62.0;38.76470588235294;36;32;35;39;45;34;50;1;1;36.5;38;40;37;42;1;35;32;0.0;16.0;1;35;49;42;43;31;1;1;36;39;1;40.5;3.0
43.0;421.0;52.0;2014;69.0;59.0;60.0;1;58.0;40.94117647058823;38;34;38;37;47;35;49;2;1;37.8125;31;37;34;31;1;38;35;0.0;16.0;1;33;0;30;40;40;1;1;35;4;1;24.833333333333332;1.0
80.0;399.0;56.0;2014;52.0;53.0;56.0;0;51.0;38.11764705882353;38;32;33;44;38;32;50;3;2;36.3125;37;37;35;36;1;33;40;0.0;16.0;1;34;0;37;41;34;1;1;37;32;1;34.92857142857143;2.0
69.93;411.82;54.74;2014;64.72;51.9;58.0;0;57.23;39.64705882352941;35;36;30;35;42;36;45;2;2;35.5;36;39;8;23;2;30;39;0.0;16.0;1;0;0;30;0;0;1;0;0;0;0;16.0;1.0
46.0;414.0;50.0;2014;67.0;69.0;48.0;0;62.0;35.88235294117647;36;33;33;38;45;33;48;2;2;35.875;30;39;30;36;1;33;43;0.0;16.0;1;36;42;34;43;35;1;1;39;35;1;37.642857142857146;2.0
53.0;403.0;50.0;2014;56.0;55.0;53.0;0;55.0;36.8235294117647;32;30;30;47;44;37;47;2;2;35.75;31;35;30;30;1;30;39;0.0;16.0;1;30;0;30;30;0;1;1;39;35;1;28.666666666666668;1.0
56.0;408.0;56.0;2014;60.0;62.0;51.0;0;60.0;39.05882352941177;44;37;32;48;36;41;47;2;1;40.0625;30;36;39;31;1;32;35;0.0;16.0;1;31;34;35;30;31;1;1;37;30;2;34.0;2.0
46.0;403.0;56.0;2014;56.0;62.0;59.0;0;51.0;36.470588235294116;32;32;30;36;43;36;49;2;2;34.625;31;35;33;30;1;30;30;0.0;16.0;2;31;37;36;40;37;1;1;36;32;2;34.714285714285715;2.0
66.95;396.04;52.29;2014;64.85;59.17;49.69;0;47.34;36.23529411764706;39;30;36;34;44;32;45;3;3;35.5;43;30;36;33;1;36;30;0.0;16.0;1;32;0;31;31;41;1;1;33;32;1;32.92857142857143;2.0
50.0;413.0;53.0;2014;60.0;55.0;63.0;0;55.0;39.0;36;31;30;39;46;35;50;1;1;35.625;32;37;37;30;1;30;34;0.0;16.0;1;39;36;38;33;31;2;1;30;37;1;36.142857142857146;2.0
71.0;392.0;59.0;2014;76.0;48.0;44.0;0;53.0;36.588235294117645;34;31;30;39;41;30;46;2;4;33.75;30;38;39;34;1;30;40;0.0;16.0;1;36;0;31;30;32;1;1;36;34;1;34.07142857142857;2.0
63.0;407.0;53.0;2014;56.0;55.0;62.0;0;55.0;35.94117647058823;41;33;39;42;41;30;45;1;1;37.4375;41;34;32;33;2;39;35;0.0;16.0;1;32;35;31;38;37;1;1;33;30;2;37.57142857142857;2.0
51.0;409.0;50.0;2014;52.0;69.0;58.0;0;57.0;33.23529411764706;35;35;37;39;34;34;50;2;1;36.5625;31;34;36;34;1;37;35;0.0;16.0;1;30;41;31;44;38;1;1;34;30;1;37.92857142857143;2.0
46.0;359.0;44.0;2014;55.0;57.0;42.0;0;51.0;39.470588235294116;36;43;33;43;45;40;49;1;1;39.75;43;34;31;36;1;33;30;0.0;16.0;1;30;30;40;30;33;1;1;31;30;3;36.642857142857146;2.0
67.0;532.0;110.0;2014;61.0;71.0;70.0;0;56.0;44.94117647058823;32;40;43;35;49;43;50;1;1;40.1875;44;42;45;32;1;43;45;0.0;16.0;1;36;36;45;44;41;1;1;41;36;1;42.285714285714285;3.0
56.0;436.0;81.0;2014;61.0;59.0;52.0;0;56.0;36.64705882352941;30;30;36;36;42;30;46;1;3;33.625;30;33;30;38;1;36;30;0.0;16.0;1;14;13;39;32;0;1;1;0;0;1;30.4;2.0
71.0;462.0;65.0;2014;52.0;89.0;56.0;0;55.0;38.0;36;41;35;50;46;38;49;1;1;40.3125;40;38;33;39;1;35;40;0.0;16.0;1;38;37;32;32;30;1;1;35;30;1;36.857142857142854;2.0
72.0;446.0;65.0;2014;61.0;68.0;48.0;0;58.0;32.588235294117645;32;33;32;40;38;40;37;1;1;35.375;35;37;36;33;1;32;44;0.0;16.0;1;30;37;36;0;30;1;1;34;30;0;36.5;2.0
54.0;446.0;66.0;2014;56.0;65.0;53.0;0;76.0;34.88235294117647;40;38;32;35;36;32;49;1;1;36.3125;39;30;30;35;1;32;37;0.0;16.0;1;32;36;31;30;30;1;1;30;37;1;35.214285714285715;2.0
57.0;431.0;66.0;2014;56.0;69.0;51.0;0;55.0;33.411764705882355;32;35;30;43;30;38;50;1;1;35.6875;32;33;32;35;1;30;35;0.0;16.0;1;37;0;31;30;42;1;1;37;43;1;34.357142857142854;2.0
52.0;424.0;70.0;2014;58.0;65.0;50.0;0;59.0;35.35294117647059;38;40;32;42;30;34;40;1;1;36.625;35;36;30;32;1;32;43;0.0;16.0;2;36;34;37;39;34;1;1;30;31;1;36.714285714285715;2.0
51.0;421.0;70.0;2014;54.0;54.0;53.0;0;57.0;36.76470588235294;32;30;33;41;37;31;43;1;2;33.75;40;30;30;38;1;33;30;0.0;16.0;1;37;0;30;35;0;1;1;25;36;1;28.0;1.0
47.0;436.0;70.0;2014;62.0;56.0;61.0;0;67.0;38.411764705882355;48;39;34;34;44;37;50;1;1;39.75;35;37;31;36;1;34;35;0.0;16.0;1;37;37;30;34;30;1;1;39;31;1;37.0;2.0
41.0;404.0;65.0;2014;66.0;61.0;50.0;0;43.0;35.88235294117647;30;33;30;37;34;34;36;1;2;32.8125;37;32;31;32;2;30;44;0.0;16.0;1;17;0;30;31;0;1;1;0;0;1;33.6;2.0
53.0;410.0;52.0;2014;59.0;55.0;40.0;0;56.0;34.35294117647059;30;35;30;33;33;33;50;1;1;33.3125;34;37;30;34;1;30;40;0.0;16.0;1;34;37;30;37;30;1;1;35;35;1;37.92857142857143;2.0
54.45;415.1;62.03;2014;58.25;61.2;48.75;0;55.21;38.0;31;32;38;45;41;41;50;1;1;37.9375;38;34;30;34;1;38;30;0.0;16.0;1;37;39;31;39;41;1;1;30;37;1;35.5;2.0
48.0;405.0;74.0;2014;47.0;65.0;47.0;0;53.0;37.529411764705884;45;36;32;44;37;32;50;1;1;38.125;34;36;37;36;1;32;41;0.0;16.0;1;36;31;31;44;31;1;1;33;30;1;35.92857142857143;2.0
59.0;412.0;56.0;2014;62.0;59.0;43.0;0;57.0;33.529411764705884;45;43;31;41;42;33;45;2;1;39.0625;31;30;33;36;1;31;43;0.0;16.0;1;34;34;31;30;30;1;1;38;38;1;31.357142857142858;2.0
59.0;410.0;62.0;2014;60.0;59.0;59.0;0;46.0;31.294117647058822;41;36;32;35;36;35;35;3;1;35.8125;32;30;28;38;1;32;32;0.0;16.0;2;37;31;30;30;30;2;1;0;0;1;27.875;1.0
61.0;412.0;53.0;2014;67.0;50.0;62.0;0;57.0;33.64705882352941;46;30;31;37;47;31;40;1;2;35.9375;34;46;31;36;1;31;33;0.0;16.0;1;36;44;41;39;38;1;1;31;30;1;36.285714285714285;2.0
52.0;418.0;62.0;2014;62.0;54.0;66.0;0;55.0;33.470588235294116;40;30;31;32;44;36;39;2;1;34.875;32;35;30;30;1;31;41;0.0;16.0;1;37;35;34;40;37;1;1;40;35;2;33.857142857142854;2.0
63.0;421.0;56.0;2014;65.0;59.0;59.0;1;59.0;37.411764705882355;45;32;30;33;47;30;50;2;2;35.875;42;38;34;45;1;30;48;0.0;16.0;1;41;42;33;44;38;1;2;37;45;1;38.785714285714285;2.0
68.0;409.0;62.0;2014;50.0;76.0;50.0;0;55.0;33.94117647058823;33;30;40;38;39;37;36;2;3;35.6875;35;31;35;35;1;40;43;0.0;16.0;1;40;35;32;34;40;3;1;30;34;1;35.5;2.0
54.0;388.0;72.0;2014;57.0;53.0;46.0;0;52.0;36.0;39;31;36;36;42;31;39;2;2;35.25;33;32;36;35;1;36;31;0.0;16.0;1;33;36;30;39;31;1;1;30;32;1;36.214285714285715;2.0
63.0;412.0;53.0;2014;56.0;62.0;48.0;0;64.0;43.0;37;30;32;41;44;33;50;1;1;35.75;36;44;45;30;1;32;50;0.0;16.0;1;32;46;39;41;40;1;1;40;33;1;40.0;2.0
60.0;403.0;62.0;2014;54.0;59.0;49.0;0;58.0;37.76470588235294;34;44;36;41;47;30;40;1;1;37.5625;38;38;35;40;1;36;43;0.0;16.0;1;35;23;39;33;40;1;1;39;30;1;35.642857142857146;2.0
50.0;395.0;62.0;2014;54.0;56.0;50.0;1;53.0;38.705882352941174;39;32;30;38;39;31;50;1;1;35.0625;37;32;38;30;2;30;30;0.0;16.0;1;34;34;38;34;32;1;1;39;31;1;35.357142857142854;2.0
54.0;388.0;62.0;2014;51.0;55.0;48.0;0;54.0;37.8235294117647;31;30;31;35;43;31;47;1;1;33.0625;31;38;40;34;1;31;34;0.0;16.0;1;36;37;40;41;37;1;1;30;30;1;34.642857142857146;2.0
53.0;412.0;56.0;2014;63.0;50.0;60.0;0;63.0;33.705882352941174;41;30;37;33;39;36;38;1;1;35.9375;36;34;38;34;1;37;30;0.0;16.0;1;35;0;31;36;28;1;1;34;32;1;32.714285714285715;2.0
43.0;385.0;66.0;2014;58.0;56.0;40.0;0;47.0;38.8235294117647;37;36;35;35;45;38;42;2;2;37.1875;38;34;32;37;1;35;43;0.0;16.0;1;32;0;35;31;37;1;1;36;30;1;35.214285714285715;2.0
63.0;395.0;63.0;2014;66.0;51.0;46.0;0;55.0;36.588235294117645;35;33;31;31;40;33;39;1;2;33.5625;38;33;30;36;1;31;35;0.0;16.0;1;38;28;30;35;46;1;1;40;32;3;32.0;2.0
51.0;421.0;48.0;2014;57.0;66.0;54.0;0;64.0;43.1764705882353;47;38;38;35;40;38;49;1;1;40.125;35;33;36;33;1;38;38;0.0;16.0;1;38;39;42;36;44;1;1;36;36;2;37.57142857142857;2.0
48.0;387.0;59.0;2014;56.0;65.0;44.0;0;51.0;41.1764705882353;43;30;38;40;40;34;50;1;1;37.8125;37;32;35;30;1;38;34;0.0;16.0;1;36;37;43;30;40;1;1;38;38;1;37.57142857142857;2.0
43.0;393.0;59.0;2014;58.0;59.0;46.0;1;53.0;36.1764705882353;37;38;30;41;36;30;34;2;2;34.8125;35;38;32;31;1;30;38;0.0;16.0;2;38;0;31;0;30;2;1;32;33;0;35.666666666666664;2.0
43.0;379.0;68.0;2014;59.0;50.0;53.0;1;47.0;33.1764705882353;37;33;30;41;37;32;43;2;2;34.875;31;37;24;35;1;30;31;0.0;16.0;1;38;0;33;30;32;1;1;0;0;1;39.0;2.0
50.0;388.0;62.0;2014;64.0;54.0;48.0;1;47.0;38.88235294117647;42;30;33;43;42;32;43;1;1;36.375;39;42;38;38;1;33;44;0.0;16.0;1;35;35;35;35;37;1;1;40;30;1;37.357142857142854;2.0
80.0;380.0;59.0;2014;55.0;57.0;46.0;0;48.0;36.470588235294116;45;36;37;44;46;37;40;1;1;39.9375;31;37;38;30;1;37;41;0.0;16.0;1;38;37;33;33;34;1;1;41;37;1;38.07142857142857;2.0
66.95;393.1;54.57;2014;56.23;66.12;48.75;0;57.8;40.05882352941177;38;31;32;32;41;39;40;1;2;35.3125;35;40;38;35;2;32;38;0.0;16.0;1;34;31;35;33;32;1;1;37;43;1;35.142857142857146;2.0
75.0;391.0;50.0;2014;56.0;58.0;50.0;0;54.0;33.23529411764706;45;36;32;30;40;30;45;2;2;35.875;37;39;37;30;1;32;45;0.0;16.0;1;31;0;0;0;21;0;1;36;23;0;21.2;1.0
30.0;382.0;59.0;2014;49.0;52.0;48.0;0;51.0;34.23529411764706;32;35;32;44;45;30;39;1;2;34.9375;36;40;35;33;1;32;39;0.0;16.0;2;38;0;36;36;39;1;1;33;40;1;33.785714285714285;2.0
47.0;394.0;50.0;2014;52.0;55.0;50.0;0;56.0;36.88235294117647;42;40;37;39;40;32;37;2;1;38.0;32;33;39;33;1;37;43;0.0;16.0;1;34;33;45;36;34;1;1;33;30;2;34.57142857142857;2.0
54.45;386.74;54.57;2014;58.33;57.63;49.69;0;49.94;36.705882352941174;37;40;35;39;40;30;39;2;1;36.4375;31;30;30;36;2;35;30;0.0;16.0;1;34;0;30;30;32;1;1;30;34;2;31.928571428571427;2.0
60.9;391.34;54.57;2014;50.41;59.53;52.03;0;49.94;40.529411764705884;42;30;36;38;44;33;46;1;1;36.8125;33;38;31;34;1;36;33;0.0;16.0;1;37;34;30;37;31;1;1;37;30;1;37.666666666666664;2.0
68.0;384.0;53.0;2014;58.0;54.0;58.0;0;51.0;33.35294117647059;30;32;33;36;37;35;41;1;1;33.75;37;36;30;30;2;33;32;0.0;16.0;1;37;0;35;31;42;1;1;0;0;3;27.625;1.0
73.68;387.29;57.16;2014;56.32;48.39;54.39;0;57.23;36.470588235294116;37;32;32;41;35;33;33;1;2;34.5;34;40;32;32;1;32;40;0.0;16.0;2;38;0;35;0;16;1;1;32;34;0;32.111111111111114;2.0
71.0;373.0;59.0;2014;48.0;59.0;33.0;0;60.0;35.470588235294116;30;30;32;36;40;30;43;1;1;32.5625;43;34;37;30;2;32;35;0.0;16.0;2;34;0;30;30;49;1;1;37;37;1;35.75;2.0
53.0;371.0;53.0;2014;45.0;57.0;44.0;1;47.0;36.23529411764706;37;32;34;32;39;42;39;2;2;36.0625;34;31;33;41;1;34;49;0.0;16.0;1;31;40;35;42;31;1;1;32;30;1;38.142857142857146;2.0
33.0;374.0;62.0;2014;52.0;53.0;45.0;1;48.0;36.529411764705884;42;34;36;46;40;37;49;1;1;39.25;39;39;32;36;1;36;41;0.0;16.0;1;38;40;32;35;32;1;1;37;31;1;34.42857142857143;2.0
48.0;370.0;62.0;2014;53.0;50.0;50.0;0;43.0;37.588235294117645;38;38;34;36;36;30;47;2;2;35.9375;37;36;32;36;1;34;37;0.0;16.0;1;36;39;35;42;37;1;1;40;30;1;35.57142857142857;2.0
44.71;382.52;53.43;2014;48.37;56.08;46.77;0;50.78;36.64705882352941;37;30;40;41;44;31;43;2;2;36.4375;32;32;10;10;1;40;33;0.0;16.0;1;0;12;4;33;0;1;0;0;0;1;4.0;1.0
74.0;386.0;47.0;2014;62.0;50.0;51.0;0;55.0;39.11764705882353;43;30;31;42;37;34;47;1;1;36.375;30;33;33;43;1;31;47;0.0;16.0;1;35;39;36;43;31;1;1;39;30;1;37.785714285714285;2.0
56.0;387.0;53.0;2014;58.0;49.0;48.0;0;65.0;39.35294117647059;42;30;30;39;39;33;41;1;1;35.1875;36;33;35;35;1;30;40;0.0;16.0;1;36;18;31;37;41;1;1;37;34;1;36.357142857142854;2.0
54.0;365.0;51.0;2014;49.0;57.0;40.0;0;52.0;37.05882352941177;30;31;30;34;40;36;48;2;2;33.5625;30;25;34;30;1;30;30;0.0;16.0;2;37;0;31;31;0;1;1;0;5;1;11.0;1.0
41.0;353.0;56.0;2014;58.0;41.0;37.0;0;48.0;34.23529411764706;41;30;30;41;39;37;41;1;1;36.0;37;39;36;31;1;30;35;0.0;16.0;2;34;0;30;30;17;1;1;0;0;1;17.6;1.0
42.0;353.0;49.0;2014;57.0;52.0;32.0;0;46.0;34.705882352941174;39;30;36;36;35;33;40;1;1;35.0625;30;36;37;31;1;36;32;0.0;16.0;2;38;0;30;30;32;1;1;32;37;1;34.642857142857146;2.0
48.0;374.0;52.0;2014;55.0;60.0;39.0;0;56.0;38.470588235294116;38;38;37;45;41;34;48;1;1;38.75;34;39;49;34;1;37;41;0.0;16.0;1;38;41;31;34;37;1;1;40;32;2;40.357142857142854;3.0
52.0;377.0;53.0;2014;54.0;59.0;53.0;0;49.0;35.529411764705884;35;41;39;33;37;30;34;1;3;35.75;31;0;21;33;1;39;32;0.0;16.0;0;35;0;0;32;0;1;1;0;0;2;33.0;2.0
48.0;354.0;59.0;2014;42.0;51.0;50.0;0;45.0;35.588235294117645;35;30;33;37;41;34;48;2;1;34.9375;43;32;30;36;2;33;31;0.0;16.0;2;39;35;32;39;31;1;1;41;30;2;38.714285714285715;2.0
56.0;361.0;57.0;2014;52.0;51.0;45.0;0;54.0;35.94117647058823;34;32;31;31;40;36;38;1;1;33.6875;38;40;28;36;1;31;34;0.0;16.0;1;35;42;40;31;4;1;1;0;0;1;18.0;1.0
53.0;380.0;56.0;2014;57.0;55.0;53.0;0;52.0;38.35294117647059;46;45;40;43;44;43;41;1;2;43.3125;35;42;35;38;1;40;43;0.0;16.0;1;38;0;32;36;33;1;1;36;40;1;36.083333333333336;2.0
52.0;382.0;50.0;2014;52.0;57.0;51.0;0;62.0;37.588235294117645;38;42;31;34;32;35;50;1;1;36.75;30;43;30;34;1;31;41;0.0;16.0;1;35;38;41;42;34;1;1;38;32;1;38.57142857142857;2.0
80.0;422.0;50.0;2014;74.0;67.0;56.0;1;56.0;38.76470588235294;37;37;35;43;31;31;30;1;1;35.4375;30;37;30;40;2;35;30;0.0;16.0;1;38;42;33;30;43;3;1;39;31;1;32.416666666666664;2.0
50.0;386.0;68.0;2014;51.0;55.0;50.0;0;45.0;45.294117647058826;33;30;32;36;45;30;39;1;2;33.1875;40;32;33;31;1;32;33;0.0;16.0;2;35;17;31;37;19;1;1;36;35;3;25.88888888888889;1.0
73.0;359.0;0.0;2015;0.0;0.0;0.0;0;77.0;33.94117647058823;37;30;37;35;41;33;47;2;2;35.5625;30;37;30;31;1;37;46;0.0;16.0;1;33;30;36;39;33;1;1;36;32;1;30.857142857142858;2.0
88.0;360.0;0.0;2015;0.0;0.0;0.0;0;75.0;34.8235294117647;44;41;37;42;39;33;39;2;1;39.1875;34;40;33;31;1;37;37;0.0;16.0;1;38;0;33;30;30;1;1;30;36;1;38.214285714285715;2.0
77.0;350.0;0.0;2015;0.0;0.0;0.0;0;71.0;37.294117647058826;45;34;38;44;43;30;40;1;1;38.25;43;37;34;41;1;38;30;0.0;16.0;1;40;0;39;40;40;1;1;32;34;1;36.42857142857143;2.0
84.0;361.0;0.0;2015;0.0;0.0;0.0;0;70.0;36.588235294117645;45;30;38;41;34;30;34;1;1;36.1875;30;36;39;41;1;38;38;0.0;16.0;2;37;41;34;41;30;1;1;37;35;1;38.214285714285715;2.0
71.0;352.0;0.0;2015;0.0;0.0;0.0;1;75.0;39.0;41;30;30;43;40;36;44;1;1;36.3125;40;45;34;30;1;30;39;0.0;16.0;1;41;34;30;32;30;1;2;39;34;1;35.666666666666664;2.0
88.0;358.0;0.0;2015;0.0;0.0;0.0;1;74.0;38.705882352941174;39;39;31;50;42;34;39;1;1;38.125;33;34;37;31;1;31;37;0.0;16.0;1;38;0;35;44;32;1;1;43;43;1;34.57142857142857;2.0
